event_id,event_type,severity,impact_score
DIS04819,Flood,Medium,27
DIS04820,Flood,Medium,44
DIS04821,Supplier Failure,Low,62
DIS04822,Flood,High,65
DIS04823,Supplier Failure,Low,8
DIS04824,Earthquake,Medium,17
DIS04825,Earthquake,Low,79
DIS04826,Earthquake,High,31
DIS04827,Flood,High,55
DIS04828,Flood,Medium,51
DIS04829,Earthquake,Low,86
DIS04830,Flood,High,67
DIS04831,Port Closure,High,99
DIS04832,Port Closure,Medium,75
DIS04833,Supplier Failure,Medium,75
DIS04834,Earthquake,Medium,32
DIS04835,Cyber Attack,Medium,22
DIS04836,Port Closure,Low,7
DIS04837,Flood,Medium,6
DIS04838,Flood,Medium,53
DIS04839,Earthquake,Medium,12
DIS04840,Cyber Attack,Medium,54
DIS04841,Flood,Low,10
DIS04842,Cyber Attack,Medium,70
DIS04843,Flood,Medium,52
DIS04844,Earthquake,High,90
DIS04845,Flood,Medium,67
DIS04846,Port Closure,Low,5
DIS04847,Earthquake,Medium,88
DIS04848,Flood,Low,6
DIS04849,Supplier Failure,High,33
DIS04850,Port Closure,Low,25
DIS04851,Cyber Attack,Medium,8
DIS04852,Port Closure,High,47
DIS04853,Flood,Low,11
DIS04854,Port Closure,Medium,84
DIS04855,Port Closure,High,53
DIS04856,Port Closure,Medium,11
DIS04857,Cyber Attack,High,57
DIS04858,Cyber Attack,Medium,91
DIS04859,Earthquake,Low,6
DIS04860,Earthquake,Low,83
DIS04861,Earthquake,High,23
DIS04862,Port Closure,High,78
DIS04863,Earthquake,Low,84
DIS04864,Cyber Attack,High,79
DIS04865,Port Closure,High,64
DIS04866,Earthquake,Low,7
DIS04867,Earthquake,High,45
DIS04868,Port Closure,High,90
DIS04869,Earthquake,Low,99
DIS04870,Cyber Attack,Medium,41
DIS04871,Supplier Failure,High,76
DIS04872,Earthquake,High,15
DIS04873,Port Closure,High,77
DIS04874,Earthquake,High,63
DIS04875,Earthquake,Low,46
DIS04876,Cyber Attack,Low,25
DIS04877,Port Closure,Medium,46
DIS04878,Earthquake,Low,41
DIS04879,Port Closure,High,49
DIS04880,Supplier Failure,High,11
DIS04881,Port Closure,Medium,80
DIS04882,Port Closure,Low,9
DIS04883,Earthquake,High,100
DIS04884,Cyber Attack,Medium,17
DIS04885,Earthquake,Low,77
DIS04886,Earthquake,Medium,61
DIS04887,Port Closure,High,10
DIS04888,Flood,High,73
DIS04889,Supplier Failure,Low,100
DIS04890,Earthquake,Medium,79
DIS04891,Flood,Medium,99
DIS04892,Port Closure,High,60
DIS04893,Flood,Low,60
DIS04894,Flood,High,3
DIS04895,Port Closure,Medium,51
DIS04896,Port Closure,Medium,65
DIS04897,Flood,High,10
DIS04898,Supplier Failure,Low,4
DIS04899,Supplier Failure,Medium,86
DIS04900,Port Closure,Medium,26
DIS04901,Earthquake,Low,84
DIS04902,Supplier Failure,Low,67
DIS04903,Earthquake,High,16
DIS04904,Cyber Attack,High,1
DIS04905,Earthquake,Low,36
DIS04906,Port Closure,Low,29
DIS04907,Supplier Failure,High,94
DIS04908,Earthquake,High,96
DIS04909,Earthquake,Medium,90
DIS04910,Cyber Attack,High,83
DIS04911,Port Closure,High,65
DIS04912,Earthquake,High,63
DIS04913,Earthquake,High,78
DIS04914,Earthquake,High,4
DIS04915,Earthquake,High,82
DIS04916,Supplier Failure,Medium,75
DIS04917,Port Closure,High,65
DIS04918,Cyber Attack,High,64
DIS04919,Supplier Failure,Medium,41
DIS04920,Port Closure,Medium,14
DIS04921,Port Closure,Medium,29
DIS04922,Cyber Attack,High,33
DIS04923,Flood,Medium,67
DIS04924,Earthquake,High,68
DIS04925,Supplier Failure,Low,12
DIS04926,Earthquake,Medium,55
DIS04927,Supplier Failure,Medium,62
DIS04928,Cyber Attack,High,90
DIS04929,Port Closure,Low,18
DIS04930,Cyber Attack,Medium,27
DIS04931,Cyber Attack,Low,14
DIS04932,Port Closure,Low,37
DIS04933,Port Closure,Medium,11
DIS04934,Flood,High,49
DIS04935,Flood,Low,35
DIS04936,Earthquake,Medium,82
DIS04937,Port Closure,Medium,20
DIS04938,Earthquake,Medium,36
DIS04939,Supplier Failure,Medium,72
DIS04940,Cyber Attack,High,48
DIS04941,Supplier Failure,Medium,12
DIS04942,Supplier Failure,High,51
DIS04943,Cyber Attack,Low,31
DIS04944,Earthquake,Low,65
DIS04945,Earthquake,Medium,89
DIS04946,Cyber Attack,Low,99
DIS04947,Cyber Attack,Medium,53
DIS04948,Cyber Attack,High,37
DIS04949,Supplier Failure,High,89
DIS04950,Port Closure,High,47
DIS04951,Earthquake,Medium,8
DIS04952,Flood,Medium,33
DIS04953,Cyber Attack,Low,7
DIS04954,Cyber Attack,Low,3
DIS04955,Supplier Failure,Medium,17
DIS04956,Cyber Attack,High,13
DIS04957,Port Closure,High,90
DIS04958,Flood,High,66
DIS04959,Flood,Medium,73
DIS04960,Flood,Low,23
DIS04961,Supplier Failure,Low,89
DIS04962,Earthquake,Low,58
DIS04963,Flood,High,2
DIS04964,Supplier Failure,Medium,92
DIS04965,Supplier Failure,Medium,100
DIS04966,Earthquake,Medium,64
DIS04967,Cyber Attack,High,47
DIS04968,Flood,Medium,22
DIS04969,Port Closure,Low,13
DIS04970,Supplier Failure,Low,93
DIS04971,Cyber Attack,High,37
DIS04972,Cyber Attack,High,72
DIS04973,Supplier Failure,Medium,87
DIS04974,Port Closure,Low,77
DIS04975,Flood,Low,40
DIS04976,Earthquake,High,10
DIS04977,Flood,High,57
DIS04978,Earthquake,High,86
DIS04979,Cyber Attack,High,11
DIS04980,Supplier Failure,Low,65
DIS04981,Cyber Attack,Low,7
DIS04982,Earthquake,High,5
DIS04983,Port Closure,High,46
DIS04984,Cyber Attack,Low,25
DIS04985,Supplier Failure,Medium,8
DIS04986,Cyber Attack,Medium,100
DIS04987,Earthquake,High,13
DIS04988,Flood,High,49
DIS04989,Cyber Attack,High,44
DIS04990,Port Closure,Low,59
DIS04991,Supplier Failure,Medium,87
DIS04992,Port Closure,Low,37
DIS04993,Supplier Failure,Medium,19
DIS04994,Port Closure,Medium,40
DIS04995,Earthquake,Medium,93
DIS04996,Supplier Failure,High,92
DIS04997,Flood,Medium,97
DIS04998,Supplier Failure,Low,24
DIS04999,Earthquake,Medium,36
DIS05000,Port Closure,Medium,52
